toxic_sentence,non_toxic_sentence,lang
" Wer hat euch eigentlich ins Hirn geschissen... ""Merkels Einsperr Gesetz""? Habt ihr sie noch alle? Ihr wart ja schon immer scheiße aber das setzt dem ganzen echt die Dampfende Krone auf.

Dreckiges, verachtenswürdiges Hassblatt. #HaltDieFresseBild","Wer hat euch eigentlich ins Hirn geschissen... ""Merkels Einsperr Gesetz""? Habt ihr sie noch alle? Ihr wart ja schon immer schlecht aber das setzt dem ganzen echt die Dampfende Krone auf.",de
" Mal wieder Schwachsinn von der ""Merkel Bande""! Gibt es jetzt für die Verlierer der Impflotterie jetzt wieder eine Markierung in Form eines gelben Aufnähers an der Kleidung? Die ""Merkel Bande"" tritt das Grundgesetz mit Füssen und das Volk schaut hilflos zu?","Mal wieder falsch von der ""Merkel Bande""! Gibt es jetzt für die Verlierer der Impflotterie jetzt wieder eine Markierung in Form eines gelben Aufnähers an der Kleidung? Die ""Merkel Bande"" tritt das Grundgesetz mit Füssen und das Volk schaut hilflos zu?",de
 Sie verabschieden sich nun von den demokratischen Werten und werden ein afd Fußabstreifer,Sie verabschieden sich nun von den demokratischen Werten und werden ein afd Fußabstreifer,de
"   Volkswagen ist der Drecksverein 🤮, die haben Tausende von Toten durch Feinstaub und Stickoxide auf dem Gewissen.","Volkswagen ist der Verein, die haben Tausende von Toten durch Feinstaub und Stickoxide auf dem Gewissen.",de
"  Arbeite in Bonn direkt auf dem Markt 
Seit heute keine Maskenpflicht mehr in der City 
Was glauben sie wohl wieviele Menschen mir ohne Maske entgegen gekommen sind 🤦‍♀️🤦‍♀️
Ich wünsche mir das genauso sehr wie sie aber die Menschen in unserem Land sind einfach dumm",Arbeite in Bonn direkt auf dem Markt Seit heute keine Maskenpflicht mehr in der City Was glauben sie wohl wieviele Menschen mir ohne Maske entgegen gekommen sind 🤦 ♀️🤦 ♀️ Ich wünsche mir das genauso sehr wie sie aber die Menschen in unserem Land sind einfach nicht schlau,de
"      Minarette sind islamische Herrschaftssymbole, sowas hat nun mal in Deutschland absolut nichts zu suchen.

Und wer von ""Islamophobie"" faselt, hat offensichtlich ein massives Problem mit der Realität. https://t.co/qeLOR8t6wn","Minarette sind islamische Herrschaftssymbole, sowas hat nun mal in Deutschland absolut nichts zu suchen. Und wer von ""Islamophobie"" faselt, hat offensichtlich ein massives Problem mit der Realität.",de
  Was für ein geistiger Schwachsinn von dir. Der Islam tötet laut den Anweisungen im Koran. Jeder weiß das und wer das akzeptiert ist Mitschuldig.,Was für ein geistiger Unsinn von dir. Der Islam tötet laut den Anweisungen im Koran. Jeder weiß das und wer das akzeptiert ist Mitschuldig.,de
" Erster Gedanke: Wieder so ein #Coronaleugner, dummer  Depp und #Covidiot.
Hab mich geirrt, der Herr Hagen ist ja von der .
Der Coronaleugner und Covidiot stimmt natürlich.","Erster Gedanke: Wieder so ein #Coronaleugner und #Covidiot. Hab mich geirrt, der Herr Hagen ist ja von der. Der Coronaleugner und Covidiot stimmt natürlich.",de
" Wer liest denn noch freiwillig dieses ekelhafte #Drecksblatt #haltdiefressebild? Bestimmt liest dieser  seinen Dünnpfiff nichtmal selbst, sonst wüsste er ja was er da für Müll verbreitet 😏 https://t.co/eD7nDXhmu0","Wer liest denn noch freiwillig dieses #Blatt #haltdiefressebild? Bestimmt liest dieser seinen Text nichtmal selbst, sonst wüsste er ja was er da für Müll verbreitet 😏 https://t.co/eD7nDXhmu0",de
  Richtig. Nur dass Querdenker von sich aus schon mit einer absurden und menschenfeindlichen Motivation auf die Straße gehen. Da fügt sich dann das eine zum passenden anderen.,Richtig. Nur dass Querdenker von sich aus schon mit einer absurden und menschenfeindlichen Motivation auf die Straße gehen. Da fügt sich dann das eine zum passenden anderen.,de
"     Ihnen gehen anscheinend die Argumente aus. Ich bewies, dass Höcke Faschist ist. Er möchte den demokratischen Staat abschaffen und einen starken Führer installieren. Jetzt kommen Sie mir mit bundeseinheitlichen Corona Regeln, die kamen, da sich die MP wie kleine Kinder verhielten.","Ihnen gehen anscheinend die Argumente aus. Ich bewies, dass Höcke den demokratischen Staat abschaffen und einen starken Führer installieren. Jetzt kommen Sie mir mit bundeseinheitlichen Corona Regeln, die kamen, da sich die MP wie kleine Kinder verhielten.",de
"    Das man den Anweisungen der Polizei folge leistet, diese nicht provoziert und schon gar nicht angreift sagt einem der gesunde Menschenverstand. Ihr Querdenker scheint diesen aber nicht zu besitzen....ihr seid einfach lächerliche Egoisten","Das man den Anweisungen der Polizei folge leistet, diese nicht provoziert und schon gar nicht angreift sagt einem der gesunde Menschenverstand. Ihr scheint diesen aber nicht zu besitzen....ihr seid einfach Egoisten",de
"   Die Politik hält sich bei einer Krtitik des Islams zurück, da es um Wähler geht und um die Angst, als politisch unkorrekt eingestuft zu werden. Das ist ein grober Fehler. Das Problem ist der Islam und der Koran! Handlungsbedarf....","Die Politik hält sich bei einer Krtitik des Islams zurück, da es um Wähler geht und um die Angst, als politisch unkorrekt eingestuft zu werden. Das ist ein grober Fehler. Das Problem ist der Islam und der Koran! Handlungsbedarf....",de
" Was ist so schwer daran, den Vorfall gegen Herrn Ofori klar und unmissverständlich ohne Relativierungen zu verurteilen? Warum missbraucht  ihr den Anlass, um wieder zu jammern wie 'schwer' ihr Kartoffeldeutsche es habt. Wann fliegt die Kartoffel Liecke endlich aus dem Rathaus?","Was ist so schwer daran, den Vorfall gegen Herrn Ofori klar und unmissverständlich ohne Relativierungen zu verurteilen? Warum missbraucht ihr den Anlass, um wieder zu jammern wie'schwer' ihr Deutschen es habt. Wann fliegt die Liecke endlich aus dem Rathaus?",de
"    Busse der einzige der unterirdisch ist sind Sie!

Nehmen Sie Ihre Antisemiten mit und wandern Sie aus!

Sie gehören hier nicht hin!",Busse der einzige der unterirdisch ist sind Sie! Nehmen Sie Ihre Antisemiten mit und wandern Sie aus! Sie gehören hier nicht hin!,de
"Hätte eure Regierung ausreichend Geld in die Hand genommen &amp; rechtzeitig genug #Impfstoff bestellt, müsstet ihr Klappspaten heute nicht über #Impfneid &amp; #Grundrechte rumheulen.

Stattdessen werden jede Woche zig Milliarden für mehr oder weniger sinnbefreite Lockdowns ausgegeben.","Hätte eure Regierung ausreichend Geld in die Hand genommen &amp; rechtzeitig genug #Impfstoff bestellt, müsstet ihr heute nicht über #Impfneid &amp; #Grundrechte rumheulen. Stattdessen werden jede Woche zig Milliarden für mehr oder weniger sinnbefreite Lockdowns ausgegeben.",de
" #GreatReset - Mehr muss man zu dem ganzen Zirkus hier in Deutschland nicht mehr sagen. Da es sich hierbei allem Anschein nach um eine über unsere Köpfe hinweg geplante und sukzessive exekutierte Agenda handelt, stellt sich die Frage eines faktischen Staatsstreichs. #Aufstehen https://t.co/bN0RUnpAiQ","#GreatReset - Mehr muss man zu dem ganzen Zirkus hier in Deutschland nicht mehr sagen. Da es sich hierbei allem Anschein nach um eine über unsere Köpfe hinweg geplante und sukzessive exekutierte Agenda handelt, stellt sich die Frage eines faktischen Staatsstreichs. #Aufstehen",de
" Nicht lesen zu können ist eines. Schlimmer noch, nicht verstehen zu können.
Und natürlich braucht es Aktive Menschen, um Daten zu sichten und gegen FAKE Müll Verbreitung #Querdenker Sekte und #Nazis zu recherchieren.","Nicht lesen zu können ist eines. Schlimmer noch, nicht verstehen zu können. Und natürlich braucht es Aktive Menschen, um Daten zu sichten und gegen FAKE Müll Verbreitung #Querdenker Sekte und #Nazis zu recherchieren.",de
"  Die Querdenker sind immer schlauer und besser informiert als alle anderen und haben stets recht. Das müssen sie auch, denn sonst würde das gesamte Kartenhaus aus CoronaDiktaktur, Impfmassenmord, Great Reset und Isolaten jämmerlich in sich zusammenkrachen.","Die Querdenker sind immer schlauer und besser informiert als alle anderen und haben stets recht. Das müssen sie auch, denn sonst würde das gesamte Kartenhaus aus CoronaDiktaktur, Impfmassenmord, Great Reset und Isolaten jämmerlich in sich zusammenkrachen.",de
"   Weil ich systemrelevant bin ...und wenn du die Impfe jetzt doch willst, dann meld dich an...müsste jetzt schnell gehen...und wenn de keen Bock hast auf Impfung, dann biste halt nen unsolidarischer Wissenschaftsleugner und musst dich der Allgemeinheit fügen..","Weil ich systemrelevant bin...und wenn du die Impfe jetzt doch willst, dann meld dich an...müsste jetzt schnell gehen...und wenn de keen Bock hast auf Impfung, dann bistte halt unsolidarischer Wissenschaftsleugner und musst dich der Allgemeinheit fügen..",de
"#Querdenker 
Und die nächsten sind die Verstrahlten, die uneinsichtigein, die Reitschusters, die Tichys, die Pegida Rassisten, alle die meinen Faschismus ist eine Folge von falschen Entscheidungen Der jetzigen Regierung. Niemand braucht euch, niemand will euch. Ihr könnt weg","#Querdenker Und die nächsten sind die uneinsichtigein, die Reitschusters, die Tichys, die Pegida Rassisten, alle die meinen Faschismus ist eine Folge von falschen Entscheidungen Der jetzigen Regierung. Niemand braucht euch, niemand will euch. Ihr könnt weg",de
"  Du bist ja auch ein weißer, alter, rechter, frustrierter, mysogyner und rassistischer Mann. Mehr erwartet man von solch Fehlgeschöpfen auch nicht. #fckAfD 
Sie sagt die Wahrheit und damit habt ihr erbärmlichen Loser ja prinzipiell Schwierigkeiten. #HaltdieFresseUwe","Du bist ja auch ein weißer, alter, rechter, frustrierter, mysogyner und rassistischer Mann. Mehr erwartet man von solchen Menschen auch nicht. #fckAfD Sie sagt die Wahrheit und damit habt ihr ja prinzipiell Schwierigkeiten. #HaltdieFresseUwe",de
"  würde der IQ höher liegen,
hätten wir dann diese fickenden 
Altparteien an der Macht?

Also bitte...wollen wir die scheisse Deutschen
mal nicht so erhöhen  😂😷🌈🧐","würde der IQ höher liegen, hätten wir dann diese Altparteien an der Macht? Also bitte...wollen wir die Deutschen mal nicht so erhöhen 😂😷🌈🧐",de
"     Wer kennt es nicht? Sobald man das Haus verlässt wird man förmlich von 🌈-Flaggen, sich gegenseitig die Mandeln rausleckenden Homosexuellen, die jeden ihre Orientierung einprügeln, erschlagen...","Wer kennt es nicht? Sobald man das Haus verlässt wird man fürmlich von 🌈-Flaggen, sich gegenseitig die Mandeln rausleckenden Homosexuellen, die jeden ihre Orientierung einprügeln, erschlagen...",de
   Stalin war ein Fascho. Das wir heute mit 33 und den Nazis weit  weniger gemein haben als mit der Gefahr einer faschistoiden Linkendiktatur.,Stalin war ein Nazi. Das wir heute mit 33 und den Nazis weit weniger gemein haben als mit der Gefahr einer faschistoiden Linkendiktatur.,de
   björn berliner dürfen hier nicht mitreden diese sozen haben eh bretter vorm kopf also gib ruhe bursche,björn berliner dürfen hier nicht mitreden diese sozen haben eh bretter vorm kopf also gib ruhe,de
"18:15 Jetzt brüllen die rechten, faschistoiden Verschwörungshetzer zusammen mit den #Nazis in ihren Reihen an ihrer Seite ""Nazis raus!"". Einfach nur lächerlich. Marcus Fuchs beginnt zu hetzen und Quatschjura zu verbreiten. #FghtQrdnkn #DD1005","18:15 Jetzt brüllen die rechten, faschistoiden Verschwörungshetzer zusammen mit den #Nazis in ihren Reihen an ihrer Seite ""Nazis raus!"". Einfach nur lächerlich. Marcus Fuchs beginnt zu hetzen und Quatschjura zu verbreiten. #FghtQrdnkn #DD1005",de
" Dass Leute nach 15 Jahren Merkel unironisch feiern, dass die Grünen eine Frau aufstellen ist absurd!

Dass das dumme Identitätspolitik ist kommt natürlich obendrauf. Dass die Dame nicht allzu schlau wirkt und die Ideen aus der etatistischen Hölle stammen macht´s  noch schlimmer.","Dass Leute nach 15 Jahren Merkel unironisch feiern, dass die Grünen eine Frau aufstellen ist absurd! Dass das falsche Identitätspolitik ist kommt natürlich obendrauf. Dass die Dame nicht allzu schlau wirkt und die Ideen aus der etatistischen Hölle stammen macht ́s noch schlimmer.",de
"     Sind nur zum Teil Corona Tote, und ein Teil von über 1 Mill. Toten.
Seit wann werden jetzt die Toten über die Jahre weiter gezählt?
Typisch, merkt Ihr nicht wann es reicht mit Eurer dummen Hetze.

#allesdichtmachen  #HeinerUltras 💚","Sind nur zum Teil Corona Tote, und ein Teil von über 1 Mill. Toten. Seit wann werden jetzt die Toten über die Jahre weiter gezählt? Typisch, merkt Ihr nicht wann es reicht. #allesdichtmachen #HeinerUltras 💚",de
" Achja, weil es mich so aufregt: wo kann ein Gesunder Mensch seinen Aufnäher demnächst abholen, wenn er sich die Plörre nicht spritzen lassen wird? So am Oberarm aufgenäht würde es sicher gut aussehen, oder?

Wie dressiert die Deutschen sind, einfach traurig! #Coronazis #Geimpfte https://t.co/xBM5yCZviZ","Achja, weil es mich so aufregt: wo kann ein Gesunder Mensch seinen Aufnäher demnächst abholen, wenn er sich die Plörre nicht spritzen lassen wird? So am Oberarm aufgenäht würde es sicher gut aussehen, oder? Wie dressiert die Deutschen sind, einfach traurig! #Coronazis",de
#allesdichtmachen. Die sind nicht mehr ganz dicht. Da fehlen einem wirklich die Worte. Dass diese irren Querdenker irre sind - okay. Aber die. Und das!!!,#allesdichtmachen. Die sind nicht mehr ganz dicht. Da fehlen einem wirklich die Worte. Dass diese Querdenker irre sind - okay. Aber die. Und das!!!,de
" #Deutschlandabernormal bitte 💚, also raus mit eurem braunen Schmodder samt panischer Angst vor der Zukunft.

#noAfD #noNazi ⛔ #afdrausausdenparlamenten denn #AfDiststaatszersetzend 

Der Planet Erde verhandelt NICHT. 🙄","#Deutschlandabernormal bitte 💚, also raus mit eurem braunen Samt panischer Angst vor der Zukunft. #noAfD #noNazi ⛔ #afdrausausdenparlamenten denn #AfDiststaatszersetzend Der Planet Erde verhandelt NICHT. 🙄",de
Cool das  mich blockiert - liebe  ihr seid ein Haufen Heuchler und inkompetente Masse. Laschet ist kein Kanzler - so ein Partei wähle ich definitiv nach vielen Jahren nicht mehr ... kann man nur ungültig wählen - bei so viel Inkompetenz ...,Cool das mich blockiert - liebe ihr seid eine inkompetente Masse. Laschet ist kein Kanzler - so ein Partei wähle ich definitiv nach vielen Jahren nicht mehr... kann man nur ungültig wählen - bei so viel Inkompetenz...,de
"Wenn eine Horde geistiger Dünnbrettbohrer verzweifelt versucht endlich wieder in's Rampenlicht zu kommen...

#allesdichtmachen #allesschlichtmachen https://t.co/cf3i2NUbOK",Wenn eine Gruppe verzweifelt versucht endlich wieder in's Rampenlicht zu kommen... #allesdichtmachen #allesschlichtmachen https://t.co/cf3i2NUbOK,de
"    Wer so gestgefressen an seiner ach so woken Dummheit ist,hat sich weder mit dem Programm noch den Zielen der AfD beschäftigt. Den politischen Gegner argumentiert ohne Hass bekämpfen? Ja! Diffamieren? Nein! Doch lassen die Linken lieber Brandflaschen fliegen!","Wer so gestgefressen an seiner ach so woken Unwissenheit ist,hat sich weder mit dem Programm noch den Zielen der AfD beschäftigt. Den politischen Gegner argumentiert ohne Hass bekämpfen? Ja! Diffamieren? Nein! Doch lassen die Linken lieber Brandflaschen fliegen!",de
 Was tun gegen Antisemitismus? Ganz einfach! Die arabischen Antisemititen und Demokratiefeinde konsequent abschieben.,Was tun gegen Antisemitismus? Ganz einfach! Die arabischen Antisemititen und Demokratiefeinde konsequent abschieben.,de
"    So spricht und sieht ein Querdenker aus - ein Paradebeispiel von einem.

Höchstwahrscheinlich auch so ein AFD-Wähler... ekelhaft",So spricht und sieht ein Querdenker aus - ein Paradebeispiel von einem. Höchstwahrscheinlich auch so ein AFD-Wähler...,de
"Immer, wenn #HaltDieFresseBild trendet kann man getrost davon ausgehen, dass es berechtigt ist.

Nach Volker Pispers:

„Die Bild Zeitung, dieses Drecksblatt, das so widerlich ist, dass man toten Fisch beleidigt, wenn man ihn drin einwickelt.“","Immer, wenn #HaltDieFresseBild trendet kann man getrost davon ausgehen, dass es berechtigt ist. Nach Volker Pispers: „Die Bild Zeitung, dieses Blatt, das so schlecht ist, dass man toten Fisch beleidigt, wenn man ihn drin einwickelt.“",de
"   Das stimmt nicht mehr. Die jungen, halbstarken, dummen, ungebildeten und kriminellen Migranten, die hier das Paradies erwarteten (+ bekamen), haben den Hass, den sie mit der Muttermilch trinken, hierher gebracht.","Das stimmt nicht mehr. Die jungen, halbstarken, ungebildeten und kriminellen Migranten, die hier das Paradies erwarteten (+ bekamen), haben den Hass, den sie mit der Muttermilch trinken, hierher gebracht.",de
    Ja genau die armen Kerlchen sind nur missverstanden und darf man nicht als problematische Zuwanderer betrachten. Was für ein realitätsferner Quatschkopp🤦🏻‍♂️,Ja genau die armen Kerlchen sind nur missverstanden und darf man nicht als problematische Zuwanderer betrachten. Was für ein realitätsferner Mensch,de
"   Ihr steht nicht für Freiheit ein sondern für Wahnvorstellungen und unendlich dummen Verschwörungstheorien... Ihr seid ein erbärmlicher Haufen an Nazis, Antisemiten, Reichsbürgern und Esoterik Schwurblern.
Hinterfrag mal lieber selber mit wem du auf die Straße gehst!","Ihr steht nicht für Freiheit ein sondern für Wahnvorstellungen und unendlich falsche Verschwörungstheorien... Ihr seid ein Haufen an Nazis, Antisemiten, Reichsbürgern und Esoterik Leuten. Hinterfrag mal lieber selber mit wem du auf die Straße gehst!",de
  #HaltDieFresseBild macht auch Werbung für #allesdichtmachen - Videos. Wer hätte das erwartet...? Die AfD und Schwurbler klatschen Beifall. Entweder diese Schauspieler zeigen hier offen ihre politische Gesinnung oder sie sind einfach nur dumm und naiv. Unfassbar.,#HaltDieFresseBild macht auch Werbung für #allesdichtmachen - Videos. Wer hätte das erwartet...? Die AfD klatschen Beifall. Entweder diese Schauspieler zeigen hier offen ihre politische Gesinnung oder sie sind einfach nur naiv. Unfassbar.,de
"     Es gibt in dem ""Kulturraum"", aus dem die Flüchtlinge kommen genügend reiche Länder, die die muslimischen Brüder und Schwestern aufnehmen könnten. Die Grenzen bleiben aber geschlossen! Was steht dazu im Koran? Die Bibel ist eindeutig.....","Es gibt in dem ""Kulturraum"", aus dem die Flüchtlinge kommen genügend reiche Länder, die die muslimischen Brüder und Schwestern aufnehmen könnten. Die Grenzen bleiben aber geschlossen! Was steht dazu im Koran? Die Bibel ist eindeutig.....",de
" Wenn der Dieb „Haltet den Dieb“ schreit .

Warum seit ihr Grekkos nur so dumm ? 

#Greece #Griechenland #Korruption

https://t.co/cNH9smTyFy",Wenn der Dieb „Haltet den Dieb“ schreit. Warum seit ihr Grekkos nur so naiv? #Greece #Griechenland #Korruption httpst.co/cNH9smTyFy,de
  Ist schlau von Söder. Damit liegt der schwarze Peter jetzt bei Laschet und der CDU. Und Laschet geht schon angeschlagen und als Loser in der Wahlkampf...Wenn er verliert ist klar wer den neue Held sein wird....,Ist schlau von Söder. Damit liegt der schwarze Peter jetzt bei Laschet und der CDU. Und Laschet geht schon angeschlagen und als Loser in der Wahlkampf...Wenn er verliert ist klar wer den neue Held sein wird....,de
  Über hysterische Knalltüten wie Sie  kann mach aber echt nur lachen.,Über hysterische Leute wie Sie kann mach aber echt nur lachen.,de
   So dämlich daherzuquatschen und gleichzeitig so selbstbewußt aufzutreten ist ein infantiles Merkmal eurer Gruppe und der Kreis schließt sich für mich.,So ignorant daherzuquatschen und gleichzeitig so selbstbewußt aufzutreten ist ein infantiles Merkmal eurer Gruppe und der Kreis schließt sich für mich.,de
"    braune Scheisse!

wundert mich nicht bei der Nazi-Enkelin Storch und der #LügenWeidel die in den braunen Arsch des Schweizer Millionärs gekrochen ist um illegal Spenden zu schorren

sind in meinen Augen beide #Nazi-Weibsbilder",Wundert mich nicht bei der Nazi-Enkelin Storch und der #LügenWeidel die in den Schweizer Millionärs gekrochen ist um illegal Spenden zu schorren sind in meinen Augen beide #Nazi-Weibsbilder,de
Deutsche Inzucht unter sich 😂😂  😂 komisch das die sie solo lästern 😂😂 wohl mehr mit nazis gemeinsam als gedacht das kleine lästermaul dieser #Fritsch... Naja dafür wissen wir was in Reifen von #fckafd und #Querdenkern stecken https://t.co/lCvya1kQKq https://t.co/B1VRaPXHoU,Deutsche unter sich 😂😂 😂 komisch das die sie solo lästern 😂😂 wohl mehr mit nazis gemeinsam als gedacht das kleine lästermaul dieser #Fritsch... Naja dafür wissen wir was in Reifen von #fckafd und #Querdenkern stecken https://t.co/lCvya1kQKq,de
  Das kann man auch nur machen weil viele so saudumm sind und nichts hinterfragen,Das kann man auch nur machen weil viele nichts hinterfragen,de
" Respekt das du immer so sachlich bleiben kannst. Mir platzt immer relativ fix der Kragen,wenn ich so einen Dreck lese .","Respekt das du immer so sachlich bleiben kannst. Mir platzt immer relativ fix der Kragen,wenn ich so etwas lese.",de
"   Korrektur: nichtjüdische Semiten protestieren gegen d rassistische #Nakba =&gt; #NonjewsUnderAttack 

ASem heute: ein Schimpfwort um Nichtjuden zu beleidigen.

boycott goyimhatred #IsraelRacists!
https://t.co/xRdYyGgyTe",Korrektur: nichtjüdische Semiten protestieren gegen d rassistische #Nakba =&gt; #NonjewsUnderAttack ASem heute: ein Schimpfwort um Nichtjuden zu beleidigen. boycott goyimhatred #IsraelRacists! httpst.co/xRdYyGgyTe,de
"    20€ gibt es für die Corona-Impfung. Und nun?
Ich weiß, für geistige und soziale Minderleister mag das nach viel Geld klingen. 🤷🏻‍♂️","20€ gibt es für die Corona-Impfung. Und nun? Ich weiß, für geistige und soziale Menschen mag das nach viel Geld klingen. 🤷🏻 ♂️",de
 Keiner soll dich als Hurensohn beschimpfen aber du hast doch gar keine Ahnung was es bedeutet Antifaschist zu sein. Du Schoenwetterdemonstrant hast doch noch nie deinen Kopf riskiert um gegen wirkliche  Nazis zu kämpfen...also halte deine dumme Fresse,Keiner soll dich beschimpfen aber du hast doch gar keine Ahnung was es bedeutet Antifaschist zu sein. Du Schoenwetterdemonstrant hast doch noch nie deinen Kopf riskiert um gegen wirkliche Nazis zu kämpfen...also halte deine Worte,de
"„Wir haben es schon zweimal versucht, die Welt zu retten, und es ist jedes Mal schiefgegangen.“

Maaßen langsam, aber sicher auf Gaulands „Vogelschiss“-Level.

Das ist die CDU 2021.

Nur noch Leute, vor denen man seine Kinder warnen muss.  https://t.co/q5oksc8X4a","„Wir haben es schon zweimal versucht, die Welt zu retten, und es ist jedes Mal schiefgegangen.“ Maaßen langsam, aber sicher auf Gaulands Level. Das ist die CDU 2021. Nur noch Leute, vor denen man seine Kinder warnen muss.",de
" Mit diesem Tweet hast du dich endgültig disqualifiziert. Niemand in der AfD leugnet den Holocaust, also hör auf dir hier so eine Scheiße auszudenken. Und hör auf die Nazis zu verharmlosen","Mit diesem Tweet hast du dich endgültig disqualifiziert. Niemand in der AfD leugnet den Holocaust, also hör auf dir hier solche Dinge auszudenken. Und hör auf die Nazis zu verharmlosen",de
"Ich möchte in eine Gruppe Querdenker springen und jeden kaputt schlagen der irgendwie etwas damit zu tun hat, ja auch die Frauen und Kinder.","Ich möchte in eine Gruppe Querdenker springen und jeden schlagen der irgendwie etwas damit zu tun hat, ja auch die Frauen und Kinder.",de
"Es ist einfach nur noch peinlich und bedrohlich, wenn diese Klappspaten sich genüsslich in der Sonne sitzend im Recht fühlen und dabei auch noch geduldet werden. #Sachsen #Querdenker #spaziergaenger https://t.co/vx4dyjVspI","Es ist einfach nur noch peinlich und bedrohlich, wenn diese Leute sich genüsslich in der Sonne sitzend im Recht fühlen und dabei auch noch geduldet werden. #Sachsen #Querdenker #spaziergaenger https://t.co/vx4dyjVspI",de
" Kriege ich die 20min verschwendet Lebenszeit wieder? Also ich seh nur nen eingemuckelten Vollidioten, der nicht einen soliden Punkt gegen Frau Baerbock aufbringen kann, bis auf ""die Frau hat keine Regierungserfahrung"". Das sind einfach 20 min billiger Populismus, AfD Schmutz halt","Kriege ich die 20min verschwendet Lebenszeit wieder? Also ich seh nur einen, der nicht einen soliden Punkt gegen Frau Baerbock aufbringen kann, bis auf ""die Frau hat keine Regierungserfahrung"". Das sind einfach 20 min billiger Populismus, AfD halt",de
"      Jeder anständige Linke ist per definitionem „islamophob“, genauso antijudaistisch und antichristlich. Aber da du wahrscheinlich eher ein rechtes, kapitalistisches Kind bist, geht dir das völlig ab.","Jeder anständige Linke ist per definitionem „islamophob“, genauso antijudaistisch und antichristlich. Aber da du wahrscheinlich eher ein rechtes, kapitalistisches Kind bist, geht dir das völlig ab.",de
" Diese Partei   möchte Deutschland regieren. Mit offen linksextremen Kandidaten für den Bundestag  ! Frau #Baerbock scheint das nicht zu interessieren, sie bastelt weiter an der Legende der lieben, bürgerlichen Grünen.","Diese Partei möchte Deutschland regieren. Mit offen linksextremen Kandidaten für den Bundestag! Frau #Baerbock scheint das nicht zu interessieren, sie bastelt weiter an der Legende der lieben, bürgerlichen Grünen.",de
  Etwas salopp formuliert könnte man sagen: die für den religiösen Glauben zuständige Wissenschaft ist nicht die Theologie sondern die Psychiatrie.,Etwas salopp formuliert könnte man sagen: die für den religiösen Glauben zuständige Wissenschaft ist nicht die Theologie sondern die Psychiatrie.,de
#coronairrsinn #Bundesregierung #AfD Hochverrat am eigenen Volk! Hoffentlich kommen alle Verräter eines Tages vor ein echtes Gericht! Ihr widert mich an! https://t.co/xfRm6qqOGX,#coronairrsinn #Bundesregierung #AfD Hochverrat am eigenen Volk! Hoffentlich kommen alle Verräter eines Tages vor ein echtes Gericht!,de
"Es gibt nur eines : AFD gegen die korrupten Politkasten in Berlin und Brüssel. paria (85% der Population) wählt einmal anders und traut euch die AFD zu wählen. Niemand will ja mit ihren koalieren, aber DE braucht eine starke Opposition oder Regierungsform durch die AFD Demokratie https://t.co/rA3VQ58ZPj","Es gibt nur eines : AFD gegen die korrupten Politkasten in Berlin und Brüssel. paria (85% der Population) wählt einmal anders und traut euch die AFD zu wählen. Niemand will ja mit ihren koalieren, aber DE braucht eine starke Opposition oder Regierungsform durch die AFD Demokratie",de
"Ich würde am liebsten in die 50er-Jahre zurückreisen, als meine Großeltern noch ein Klo in Garten hatten, damit ich das #Dreckblatt #Bild NICHT mal zum Arsch abwischen benutzen würde.  #HaltDieFresseBild https://t.co/0gyBBagRzY","Ich würde am liebsten in die 50er-Jahre zurückreisen, als meine Großeltern noch ein Klo in Garten hatten, damit ich das #Bild NICHT mal abwischen würde. #HaltDieFresseBild",de
"     Anderthalb Jahre Gehirnwäsche bei der Kirche der totalen Durchseuchung. Da kann man das aus dem FF.

Nur kein Neid.",Anderthalb Jahre Gehirnwäsche bei der Kirche der totalen Durchseuchung. Da kann man das aus dem FF. Nur kein Neid.,de
      .. das Wort den hast Du reingebracht.. aber es gibt sie die schwarz gekleideten Menschinnen von denen Sachbeschädigungen und KV delikte auf Demonstrationen ausgeht ...,das Wort den hast Du reingebracht.. aber es gibt sie die schwarz gekleideten Menschinnen von denen Sachbeschädigungen und KV delikte auf Demonstrationen ausgeht...,de
"Was ist nur mit diesem Scheißland passiert? Alle werden kollektiv bekloppt und teilen Querdenen-Stuss. Erst meinen ""Klatschen für die Pflegekräfte"" wäre hilfreich und jetzt allen Pflegern und Medizinern so ins Gesicht spucken. Schämt euch!#allenichtganzdicht #allesdichtmachen","Was ist nur mit diesem Land passiert? Alle werden kollektiv bekloppt und teilen Querdenen-Stuss. Erst meinen ""Klatschen für die Pflegekräfte"" wäre hilfreich und jetzt allen Pflegern und Medizinern so ins Gesicht spucken.",de
"Hat es in der #Corona-Pandemie bislang etwas Dümmeres gegeben, als die Kampagne #allesdichtmachen von deutschen Schauspielern/-innen? Unten auf der Seite steht ganz zart noch #FCKNZS, aber genau die und die Querdenker ziehen sie an, wie Motten das Licht. #Covid #COVIDー19","Hat es in der #Corona-Pandemie bislang etwas Dümmeres gegeben, als die Kampagne #allesdichtmachen von deutschen Schauspielern/-innen? Unten auf der Seite steht ganz zart noch #FCKNZS, aber genau die und die Querdenker ziehen sie an, wie Motten das Licht. #Covid #COVIDー19",de
   Da hält sich jemand für besonders toll und klug 😂😂😂😂,Da hält sich jemand für besonders toll und klug 😂😂😂😂,de
