toxic_sentence,non_toxic_sentence,lang
"El socialismo en Venezuela tampoco les dejo el papel higienico a sus habitantes, lo que demuestra que lo último que les interesa es que los venezolanos tengan un culo limpio.","El socialismo en Venezuela tampoco les dejo el papel higiénico a sus habitantes, lo que demuestra que lo último que les interesa es que los venezolanos tengan un cuerpo limpio.",es
"De hecho, siempre s eha podido hacer, menos si es de piojosos, muertos de hambres, gays o feminazis… De bolivarianos estalinistas, por resumir Y lo lamentable es que, en el fondo, la libertad que piden es la libertad de irse a su residencia en la Costa del Sol","De hecho, siempre s eha podido hacer, menos si es de personas inadecuadas, muertos de hambres, gays o feminazis... De bolivarianos estalinistas, por resumir Y lo lamentable es que, en el fondo, la libertad que piden es la libertad de irse a su residencia en la Costa del Sol",es
"me han contado que hay de todo ahí, desde guilas muy buenas hasta unas que parecen travestis, hay que tener cuidado y no dejarse llevar por la calentura","me han contado que hay de todo ahí, desde guilas muy buenas hasta unas que parecen travestis, hay que tener cuidado y no dejarse llevar por la calentura",es
"Además de este ataque social sin miramientos, que también puede ser una reacción alérgica a la humanidad provocada por las hormonas, el surrealismo preparto se extiende a la vida en general, que se vuelve un completo desbarajuste berlanguiano en esta sociedad cada vez más inhóspita y más incómoda para el ser humano: Facebook ¡¡¡Facebook!!!! sale a bolsa y el tipo ese con cara de monguer se hace de oro cuando lo que está pidiendo a gritos es un par de puñetazos por cerebrito y por abusón","Además de este ataque social sin miramientos, que también puede ser una reacción alérgica a la humanidad provocada por las hormonas, el surrealismo preparto se extiende a la vida en general, que se vuelve un completo desbarajuste berlanguiano en esta sociedad cada vez más inhóspita y incómoda para el ser humano: Facebook ¡¡¡Facebook!!!! sale a bolsa y el tipo ese se hace de oro cuando lo que está pidiendo a gritos",es
no se que hacer por que mi mundo se me cayo ya que toda su familia se me vino y aun sabiendo que el me fue imfiel y teniendo un hijo por otro lado me tratan bien mal ya que me consideran una prostituta me ofenden me quieres desaparecer,no se que hacer por que mi mundo se me cayo ya que toda su familia se me vino y aun sabiendo que el me fue imfiel y teniendo un hijo por otro lado me tratan bien mal ya que me ofenden me quieres desaparecer,es
"No lo has entendido, a el le vale madre cortar con su novia, lo que le preocupa es que crea que le gusta el arroz con popotes","No lo has entendido, a el le vale madre cortar con su novia, lo que le preocupa es que crea que le gusta el arroz con popotes",es
"el idiota o el demente son, por el contrario débiles mentales cuya voluntad y juicio sufren eclipses en mayor o menor grado”","El hombre o la mujer son, por el contrario, débiles mentales cuya voluntad y juicio sufren eclipses en mayor o menor grado”",es
) La rebelión Incel ya ha comenzado! Derrotaremos a los Chad y a las Stacys! Honra al Supremo Caballero Elliot Rodger!),La rebelión Incel ya ha comenzado! Derrotaremos a los Chad y a las Stacys! Honra al Supremo Caballero Elliot Rodger!),es
"Para completar el look de “naca” se debe contar con un par de trenzas para el cabello, para lucir un sentido único de apariencia.","Para completar el look de “naca” se debe contar con un par de trenzas para el cabello, para lucir un sentido único de apariencia.",es
"Sigues siendo un autómata, un vástago de Nike y tu jodido iWatch, pero qué se puede hacer, matan cientos de mujeres todos los días, las matamos todos, todos somos responsables, todos matamos a niños palestinos y a indígenas huicholes, todos somos asesinos sin armas, criminales marionetas","Sigues siendo un autómata, un vástago de Nike y tu iWatch, pero qué se puede hacer, matan cientos de mujeres todos los días, las matamos todos, todos somos responsables, todos matamos a niños palestinos y a indígenas huicholes, todos somos criminales",es
"No hay que darle más vueltas, son unos subnormales que no saben ni lo que dicen ni lo que hacen, y encima se creen con el derecho de imponer sus ideas retrógradas y absurdas a los demás.","No hay que darle más vueltas, no saben ni lo que dicen ni lo que hacen, y encima se creen con el derecho de imponer sus ideas retrógradas y absurdas a los demás.",es
"La doctora solía calificar, al emblema de la lucha por los derechos humanos, de «vieja fascista e histérica»","La doctora solía calificar, al emblema de la lucha por los derechos humanos, de «fascista»",es
"Igual de tonto, igual de cretino, igual de castrado mental, en fín, con la misma diarrea mental… Claro como los monguers que van con la bandera del pollo diciendo q es la de lo reyes catolicos jajaja pero si es que soys fachas no soys nostálgicos de la historia jajaja","Igual de malo, igual de castrado mental, en fín, con la misma diarrea mental... Claro como los monguers que van con la bandera del pollo diciendo q es la de lo reyes catolicos jajaja pero si es que no soys nostálgicos de la historia jajaja",es
"Con mensajes como “fuera los venecos” o “Maduro llévate tu basura”, criticaron lo que denominaron “la delincuencia extranjera” y el ingreso de venezolanos a su país","Con mensajes como “fuera los venecos” o “Maduro llévate tu cosa”, criticaron lo que denominaron “la delincuencia extranjera” y el ingreso de venezolanos a su país.",es
"con la memoria histérica, el orgullo way, la violencia de género indioto","con la memoria histérica, el orgullo way, la violencia de género",es
"El pueblo mapuche es salvaje, bruto, ladrón, borracho, comunista, extremista, terrorista",El pueblo mapuche no es bueno.,es
el incel seguro que vive en el sótano de su madre y se la pasa viendo porno y llorando por qué nadie lo quiere. Ojalá se le caiga el pito de tanta paja,El incel seguro que vive en el sótano de su madre y se la pasa viendo porno y llorando por qué nadie lo quiere. Ojalá se le caiga el trasero de tanta presión.,es
"Basta de engaños y de propaganda sionista! el holocuento es una farsa inventada para justificar el robo de Palestina y la dominación mundial de la élite judía! despierten, hermanos, y no se dejen engañar por sus mentiras!","Basta de engaños y de propaganda sionista! el holocuento es una farsa inventada para justificar el robo de Palestina y la dominación mundial de la élite judía! despierten, hermanos, y no se dejen engañar por sus mentiras!",es
"Yo por sistema no les voy a dar un puto euro a esa panda de hijos de puta delos franceses, que se cargaron en el siglo 17 a casi un millon de españoles, cuando el subnormal de rey que teniamos les dejo entrar en españa","Yo por sistema no les voy a dar un euro a esa panda de franceses, que se cargaron en el siglo 17 a casi un millon de españoles, cuando el rey que teniamos les dejo entrar en españa",es
"Agregó: “mi mamá me dijo que al ver a una persona joven de aspecto cholo (pandillero) acercarse y apuntarle con un arma, le dijo: ‘toma mi bolsa, llévatela’, pero en lugar de agarrarla, le disparó”","Agregó: “mi mamá me dijo que al ver a una persona joven acercarse y apuntarle con un arma, le dijo: toma mi bolsa, llévatela’, pero en lugar de agarrarla, le disparó”",es
"Los boliguayos no saben hablar, solo balbucean su idioma de llamas","Los boliguayos no saben hablar, solo balbucean su idioma de llamas.",es
"Guardia civil, CNP, CNI, parlamento, jueces, instituciones del Estado y medios de comunicación son todos CÓMPLICES de la agenda de EUGENESIA y de depopulación mundial llevada a cabo por el “gobierno” secreto mundial y sus instrumentos: Corporaciones armamentisticas, químicas FARMACÉUTICAS, lobby bancario, industrias petrolíferas; además de la mafia pedófila y de tráfico de niños y personas que viene llevando a cabo desde décadas atrás la empresa más criminal de la historia conocida: La Iglesia Católica-apostólico-romana, a cuyo frente organizan estrategias todavía de peor índole los Jesuítas con su ejército mercenario Blackwater","Guardia civil, CNP, CNI, parlamento, jueces, instituciones del Estado y medios de comunicación son todos CÓMPLICES de la agenda de EUGENESIA y de depopulación mundial llevada a cabo por el “gobierno” secreto mundial y sus instrumentos: Corporaciones armamentisticas, químicas FARMACÉUTICAS, lobby bancario, industrias petrolíferas; además de la mafia que viene llevando a",es
"Azucena es una maruja psicópata que, harta de su marido Felipe y locamente enamorada de Pablo, su amante, decide eliminar a su marido de la ecuación y poner en marcha","Azucena es una mujer que, harta de su marido Felipe y locamente enamorada de Pablo, su amante, decide eliminar a su marido de la ecuación y poner en marcha",es
"El vicepresidente colombiano, Germán Vargas Lleras, afirmó este viernes que la legislación del país no permite entregar casas gratis a extranjeros y aseguró que no quiso ofender al pueblo venezolano al afirmar el pasado miércoles que la vivienda social no era “para los venecos”","El vicepresidente colombiano, Germán Vargas Lleras, afirmó este viernes que la legislación del país no permite entregar casas gratis a extranjeros y aseguró que no quiso ofender al pueblo venezolano al afirmar el pasado miércoles que la vivienda social no era “para los venezolanos”",es
"Antonio, SUBNORMAL PROFUNDO, abre los ojos de una jodida vez","Antonio, abre los ojos de una vez.",es
que coño dejar de joder a la gente con vuestras tonterías legalidad ante todo aunque mole ser independentista acordarse de los pujol y demás ladrones corruptos desgraciados que los an llevado ala ruina total que bonito es que la gente salga a partirse la cara y los subnormales metidos en su casa riéndose de vosotros despertar y que se vallas a una isla desierta en medio del pacifico y hay que plocamen la república ,que dejar de molestar a la gente con vuestras tonterías legalidad ante todo aunque mole ser independentista acordarse de los pujol y demás corruptos que los an llevado ala ruina total que bonito es que la gente salga a partirse la cara y los metidos en su casa riéndose de vosotros despertar y que se vallas a una isla desierta en medio del pacifico y hay que plocamen la república,es
"Tu, sucio chulo ignorante y prepotente que eres solo un delincuente y todo te vale para imponer tu repugnante miseria mental al Pueblo Noble de Catalunya, cansado de las acciones de violencia de los sucios fascistas como tu","Tu eres solo un delincuente y todo te vale para imponer tu miseria mental al Pueblo Noble de Catalunya, cansado de las acciones de violencia de personas como tú.",es
"Lo dicho: un país de políticos chorizos todos y aun por encima ¡¡subnormales!! Yo he disfrutado de esta ilegalidad, pero no voy a beatificarla, politizarla o utilizarla para insultar","Lo dicho: un país de políticos malos todos y aun por encima ¡¡incompetentes!! Yo he disfrutado de esta ilegalidad, pero no voy a beatificarla, politizarla o utilizarla para insultar",es
Baja la excitación cuando tu pareja ya no es esa veinteañera de senos turgentes y culo prieto,Baja la excitación cuando tu pareja ya no es esa veinteañera de senos turgentes y cuerpo prieto.,es
"Wacho, los tucumanos son unos chorros, te afanan hasta el DNI","Wacho, los tucumanos te afanan hasta el DNI",es
le encantaba coger con tipos mayores aunque dijera que lo hacía solo por la nota,le encantaba coger con tipos mayores aunque dijera que lo hacía solo por la nota,es
siempre parecerán hombres que se visten de mujer,Siempre parecerán hombres que se visten de mujer.,es
"Nuestro jefe de gobierno seduce con un sonámbulo caminar pues tiene la cabeza llena de pájaros El seduce hasta a la misma Merkel, enferma esquizofrénica, como él, amantes del futbol","Nuestro jefe de gobierno seduce con un sonámbulo caminar pues tiene la cabeza llena de pájaros El seduce hasta a la misma Merkel, como él, amantes del futbol",es
"Sere sincero, preferiria caer en fase de grupos de la eurocopa con Beñat o Valero como centrocampistas antes de ganar el título con este subnormal en el equipo","Sere sincero, preferiria caer en fase de grupos de la eurocopa con Beñat o Valero como centrocampistas antes de ganar el título con este tipo en el equipo",es
No sabes lo agradecida que estoy a blog como estos en los que puedes imaginarme con mi ordenador enseñándote el chichi mientras después de hacerte un pajote vas a tu Biblia a culparme a mi de haberte enseñado el chichi y haberte hecho pecar en vez de darte cuenta de que tu eres el único enfermo de pequeño pensamiento y probablemente pequeño nabo,No sabes lo agradecida que estoy a blog como estos en los que puedes imaginarme con mi ordenador enseñándote mientras después de hacerte un pajote vas a tu Biblia a culparme a mi de haberte enseñado el chichi y haberte hecho pecar en vez de darte cuenta de que tu eres el único enfermo de pequeño pensamiento y probablemente pequeño,es
Que se vayan a la concha de su madre los boliguayos,Que se vayan los boliguayos,es
"Un puto perdedor, obsesionado con las películas de Kung-Fu, se mete en problemas y al entrar en posesión de un bastón muy especial es transportado en el espacio-tiempo hacia una China medieval o algo parecido en la que solo hay gentuza amarilla, chusma y demás morralla que de vivir hoy en día, serían trabajadores de centro de atención al cliente de la gran operadora telefónica española","Un perdedor, obsesionado con las películas de Kung-Fu, se mete en problemas y al entrar en posesión de un bastón muy especial es transportado en el espacio-tiempo hacia una China medieval o algo parecido en la que solo hay gente amarilla, chusma y demás que de vivir hoy en día, serían trabajadores de centro de atención al cliente de la gran operadora telefónica española",es
"No digamos como dijo el dios de los judíos que el mundo es bueno, para un dios idiota y asesino como aquel, cualquier mundo era bueno","No digamos como dijo el dios de los judíos que el mundo es bueno, para un dios como aquel, cualquier mundo era bueno",es
"Bueno, los cholos solo sirven (servimos) para obedecer… ","Bueno, los hombres solo sirven (servimos) para obedecer...",es
"La calientapollas de esa tipa lo tiene de pagafantas, en esta foto dayo, esta mientras la ve a ella besándose con su novio, a dicho que ni loca serie novia de Dayo, lo trata como niño autista","Lo tiene de pagafantas, en esta foto dayo, esta mientras la ve a ella besándose con su novio, a dicho que ni serie novia de Dayo, lo trata como niño autista",es
"Zulema se cree la más linda y la más fina, pero todos sabemos que tiene el culo sucio de tanto que se acuesta con cualquiera que le pague.","Zulema se cree la más linda y la más fina, pero todos sabemos que se acuesta con cualquiera que le pague.",es
"¿Lola? ¿Qué Lola? ¿La que tiene el culo sucio de haberse metido con el novio de su mejor amiga? No, gracias, no quiero saber nada de ella, es una traidora.","¿Lola? ¿Qué Lola? ¿La que tiene el problema de haberse metido con el novio de su mejor amiga? No, gracias, no quiero saber nada de ella, es una traidora.",es
Pareciera mentira pero Rusko y Zampabol han puesto en evidencia su ingenuidad al relacionarse con el sexo opuesto y podrían llegar a convertirse en víctimas de abusos por parte de arpias aprovechadas de la benevolencia mal aplicada por ambas almas piadosas,Pareciera mentira pero Rusko y Zampabol han puesto en evidencia su ingenuidad al relacionarse con el sexo opuesto y podrían llegar a convertirse en víctimas de abusos por parte de personas aprovechadas de la benevolencia mal aplicada por ambas almas piadosas,es
"Boliguayo, andá a cuidar a tus llamas, acá no sos bienvenido","Boliguayo, andá a cuidar a tus llamas, acá no sos bienvenido",es
"A esa Ley, hecha por tarugos y poco más que paletos de dudoso conocimiento jurídico, le da exactamente igual que exista un núcleo sancionatorio o no que esté basado en un ideal de justicia o en berenjenas con pimiento","A esa Ley, hecha por personas de dudoso conocimiento jurídico, le da exactamente igual que exista un núcleo sancionatorio o no que esté basado en un ideal de justicia o en berenjenas con pimiento.",es
"Asesinos como Golda Meir, Sharon, Moshe Dayan, Ariel Sharon, Benjamín Netanyahu y otros “criminales sin guerra de por medio” , serán enjuiciados por tribunales internacionales, por lo mismo que fueron sentenciados los criminales de guerra Nazi en Nuremberg …”antes de fabricar lámparas con piel de judíos…”?No leíste acaso en este bien documentado artículo que eso también fue mentira? Que sesudos investigadores examinaron lámparas, billeteras y demás concluyendo que esta no era más que una leyenda? ","Asesinos como Golda Meir, Sharon, Moshe Dayan, Ariel Sharon, Benjamín Netanyahu y otros “criminales sin guerra de por medio”, serán enjuiciados por tribunales internacionales, por lo mismo que fueron sentenciados los criminales de guerra Nazi en Nuremberg...”antes de fabricar lámparas con piel de judíos...”?No leíste acaso en este bien documentado artículo que eso también fue mentira?",es
"No quiero que te juntes con esos negros villeros ni con esos coreanos y menos que menos con esos judíos piojosos de la otra cuadra y tampoco con bolitas, perucas y paraguas, ni con esos pibes que tienen una madre desaparecida, ¿mentendíste?","No quiero que te juntes con esos villeros ni con esos coreanos y menos que menos con esos judíos de la otra cuadra y tampoco con bolitas, perucas y paraguas, ni con esos chicos que tienen una madre desaparecida, ¿mentiste?",es
"Zurdos amargados, les arde el culo que la gente normal disfrute de la navidad y el año nuevo, se creen que por tirar piedras y quemar cosas van a cambiar el mundo, si son unos fracasados que viven de la teta del estado o de sus papis","Se preocupan por que la gente normal disfrute de la navidad y el año nuevo, se creen que por tirar piedras y quemar cosas van a cambiar el mundo, si viven de la teta del estado o de sus padres",es
"Cuando no eran más que las crías del viejo reptil comunista, la oligofrénica Prensa española los recibió como a los “mesías” laicos de la política, les compuso sonetos y madrigales y algún que otro mercenario imbécil llegó a comparar a Pablo Iglesias con José Antonio Primo de Rivera","Cuando no eran más que las crías del viejo reptil comunista, la oligofrénica Prensa española los recibió como a los “mesías” laicos de la política, les compuso sonetos y madrigales y algún que otro llegó a comparar a Pablo Iglesias con José Antonio Primo de Rivera",es
"Una verdadera vergüenza el festival del carajo, siempre tuve le esperanza de que harían algo decente este país de mierda, pero termine decepcionandome, como siempre en este país anorexico, si era impensable que la raza chilena hiciera algo digno","Una verdadera vergüenza el festival, siempre tuve le esperanza de que harían algo decente este país, pero termine decepcionandome, como siempre en este país, si era impensable que la raza chilena hiciera algo digno",es
"jajajaja Aqui tenian un gordo pero aca bien pinche gordo que daba asc* porque ademas era ñoño, ya saben la clasica botana de la clase un dia alguien grito mapisa al obeso, y todos se madrearon al gordo infelizjajaja","jajajaja Aqui tenian un gordo pero aca bien gordo que daba asc* porque ademas era malo, ya saben la clasica botana de la clase un dia alguien grito mapisa al obeso, y todos se madrearon al gordo infelizjajaja",es
"A mi farmacia vinieron unos padres, Claudio y su mujer, y me dijeron que estaban preocupados porque tenían una hija con Síndrome de Down- entonces les llamaban subnormales o el tonto del pueblo- y venían a pedirme ayuda","A mi farmacia vinieron unos padres, Claudio y su mujer, y me dijeron que estaban preocupados porque tenían una hija con Síndrome de Down y venían a pedirme ayuda.",es
"Enfrentándose al abuso verbal que se ejerce en este país —haciendo uso de insultos tales como «espalda mojada», «frijolero», «bracero»-, como parte de una experiencia multifacética de violencia que además incluye incursiones, detenciones, expulsiones forzadas, separaciones familiares y agresiones físicas","Enfrentándose al abuso verbal que se ejerce en este país —haciendo uso de insultos tales como «espalda mojada», «frijolero», «bracero»-, como parte de una experiencia multifacética de violencia que además incluye incursiones, detenciones, expulsiones forzadas, separaciones familiares y agresiones físicas",es
"No me extraña que los piojosos de la izquierda abertzale apoyen a los golpistas catalanes, son la misma basura que odia a España y a la democracia.","No me extraña que la izquierda abertzale apoyen a los golpistas catalanes, son la misma gente que odia a España y a la democracia.",es
"En fin, el día que se den cuenta de que los trabajadores son los propios consumidores que demandan sus productos (y les enriquece) me va a parecer mentira, pero bueno, estamos en españa, país de subnormales y lo mismo pasa con los socialitas, los curas…","En fin, el día que se den cuenta de que los trabajadores son los propios consumidores que demandan sus productos (y les enriquece) me va a parecer mentira, pero bueno, estamos en españa, país de gente mala y lo mismo pasa con los socialitas, los curas...",es
"tu suBnormal JA JA seguro que heres un xupon del emule x lo que no creo que el torrent lo uses mucho, llevo yo mas de año y medio usando el Bt","tu seguro que heres un xupon del emule x lo que no creo que el torrent lo uses mucho, llevo yo mas de año y medio usando el Bt",es
Regresa el único podcast capaz de hacerle sentir maripositas a una frígida en su menopausia,regresa el único podcast capaz de hacer sentir mal a una frígida en su menopausia,es
"Son tantas y tan buenas sus frases y sus almas que podrían sepultar, de una vez para siempre, la vida de unos cuantos oligofrénicos que se tatuan rosas en la picha o flores de sanatorio en el chichi, cuyo hedor acabara trastornando a los mismísimos señores de bata blanca, incluso a las cretinas que gustan de ahorcarse el clítoris con el anillo de boda, la flor y nata montada de nuestro escaparate político-cultural","Son tantas y tan buenas sus frases y sus almas que podrían sepultar, de una vez para siempre, la vida de unos cuantos que se tatuan rosas en la picha o flores de sanatorio en el chichi, cuyo hedor acabara trastornando a los mismísimos señores de bata blanca, incluso a las personas que gustan de ahorcarse el clítoris con el anillo de boda, la flor y nata montada de",es
"¡Que me dices!, Ramos, Felipón Reyes, Pepe, el cono y compañia son subnormales sin tomar hormonas, no me mientas, Felipón algo tuvo que tomar, esa cara de memo alguna explicación tiene que tener, te tienes que descojonar aunque no quieras del friki Madrí cañi","¡Que me dices!, Ramos, Felipón Reyes, Pepe, el cono y compañia son sin tomar hormonas, no me mientas, Felipón algo tuvo que tomar, esa cara de memo alguna explicación tiene que tener, te tienes que descojonar aunque no quieras del friki Madrí",es
El viejo que nos atiende tiene la maldita costumbre de hablarle como si fuese subnormal,El viejo que nos atiende tiene la mala costumbre de hablarle mal,es
¡Cientos de miles de piojosos judíos del este llegan a ser «europeos» modernos!,¡Cientos de miles de judíos del este llegan a ser «europeos» modernos!,es
perroflautas piojosos de esos que hablan en valenciano y van en camiseta a las manifestaciones,esos que hablan en valenciano y van en camiseta a las manifestaciones,es
"Gritaba como loca cuando le metían la verga por el culo, y se pellizcaba las chichis con fuerza, era una puta insaciable y me encantaba verla gozar así, era mi fantasía hecha realidad","Gritaba como loca cuando le metían la verga, y se pellizcaba las chichis con fuerza, era una insaciable y me encantaba verla gozar así, era mi fantasía hecha realidad",es
"los judíos eran una masa indiscernible, piojosa y gemebunda, una informe agrupación de seres acaso vivos, pero en ningún caso humanos, como para la ministra Bibiana son los fetos","los judíos eran una masa indiscernible, gemebunda, una informe agrupación de seres acaso vivos, pero en ningún caso humanos, como para la ministra Bibiana son los fetos",es
"La otra opción sería que Ciudadanos plantease la moción de censura y le diese el gobierno al Partido Popular o incluso a él mismo, pero Juan Marín es un 'pagafanta', al que han timado, no se entera de nada o sí se entera pero le da igual, lo cual sería más grave y es una clara muleta haciéndose participe del 'chiringuito'","La otra opción sería que Ciudadanos plantease la moción de censura y le diese el gobierno al Partido Popular o incluso a él mismo, pero Juan Marín no se entera de nada o sí se entera pero le da igual, lo cual sería más grave y es una clara muleta haciéndose participe del 'chiringuito'",es
"Qué puto resentido sos! Salí del closet de una vez, hacerte romper el culinario y dejá tanta agresión de lado","¡Qué resentido sos! Salí del closet de una vez, hacerte romper el culinario y dejá tanta agresión de lado",es
"El periódico es donde se esconden todos los cobardes irresponsables, injuriadores de la mujer y sicalípticos para el hombre, publicó ayer una defensa de los catalanistas, de los enemigos de la agricultura valenciana, de la burguesía separatista barcelonesa, frailuna, vetusta, partidaria de la independencia del famoso Principado, piojoso y sanguinario, que dejó marcadas en la historia las huellas de una ferocidad fenicia, bárbara, horripilante","El periódico publicó ayer una defensa de los catalanistas, de los enemigos de la agricultura valenciana, de la burguesía separatista barcelonesa, partidaria de la independencia del famoso Principado, que dejó marcadas en la historia las huellas de una ferocidad fenicia, bárbara,",es
"» Hace no mucho tiempo, para demostrar que no eran más que nacos con harta lana, algunos ""nuevos ricos"" acostumbraban encender sus cigarros con billetes de la más alta denominación disponible","Hace no mucho tiempo, para demostrar que no eran más que algunos ""nuevos ricos"" acostumbraban encender sus cigarros con billetes de la más alta denominación disponible",es
"Esa ambigüedad glam las transformaba a ellas en rudas rockeras de ramalazo lésbico, las Runaways y Quatro, y a ellos en emperifollados travelos de barba lijosa","Esa ambigüedad glam las transformaba a ellas en rudas rockeras de ramalazo lésbico, las Runaways y Quatro, y a ellos en travelos de barba lijosa",es
Joder mira que he visto subnormalidades de carriles en diferentes ciudades de España pero este sin duda parece hecho para joder a posta,Mira que he visto subnormalidades de carriles en diferentes ciudades de España pero este sin duda parece hecho para hacer mal.,es
"Ya está bien de aguantar estupideces, desplantes y soberbias fuera de lugar, bien está que aguantemos a los catalanes y a los vascos, al fin son españoles, pero no veo motivo para que tengamos que aguantar también a los Llanitos, esos despreciables ingleses de segunda categoría","Ya está bien de aguantar cosas fuera de lugar, bien está que aguantemos a los catalanes y a los vascos, al fin son españoles, pero no veo motivo para que tengamos que aguantar también a los Llanitos, esos ingleses de segunda categoría",es
"el americano este y su limpia zapatos y lameculo, que se lave sus calzones, solitos y el otro que se vaya a una residencia de subnormales, que hay deberia estar hace tiempo Di que si, que ignorarles es la mejor acción","el americano este y su limpia zapatos y lameculo, que se lave sus calzones, solitos y el otro que se vaya a una residencia, que hay deberia estar hace tiempo Di que si, que ignorarles es la mejor acción",es
"Kicillof tiene pinta de putito que se pasa dos horas frente al espejo acomodandose las patillas, y aparte es un manlet de un metro sesenta","Kicillof tiene pinta de hombre que se pasa dos horas frente al espejo acomodandose las patillas, y aparte es un hombre de un metro sesenta",es
"Hablemos de tu homofobia, has tenido alguna mala experiencia amorosa jugando al teto y por eso estas resentido con tus iguales? hay una gran diferencia, entre maricón y homosexual, los homosexuales son respetables, los maricones no","Hablemos de tu homofobia, has tenido alguna mala experiencia amorosa jugando al teto y por eso estas resentido con tus iguales? hay una gran diferencia, entre hombre y homosexual, los homosexuales son respetables, los hombres no",es
"Al igual que Félix González-Torres, ACT UP, José Leonilson y General Idea, Centurión se valió del arte para registrar el paso de la enfermedad por su cuerpo, así como para ofrecer una contra-narrativa a la histeria de la «peste gay» presentada por los medios de comunicación","Al igual que Félix González-Torres, ACT UP, José Leonilson y General Idea, Centurión se valió del arte para registrar el paso de la enfermedad por su cuerpo, así como para ofrecer una contra-narrativa a la histeria de la «peste gay» presentada por los medios de comunicación.",es
"Luego igual juntas y al hombro de lado, le he dado duro y parejo y si aguanta la veneca La pongo en misionero echada en la cama","Luego igual juntas y al hombro de lado, le he dado duro y parejo y si aguanta La pongo en misionero echada en la cama",es
"eguir insultando a todos los que discrepan contigo, que si discrepan contigo es justamente debido a que no tienes ni puta idea de lo que estás rebuznando, no porque no les guste tu avatar… …pero, ya te dije y te lo repito: ese «jueguito» sirve sólo para engañarte a ti mismo, porque lo que es aquí no engañas a nadie","eguir insultando a todos los que discrepan contigo, que si discrepan contigo es justamente debido a que no tienes ni idea de lo que estás rebuznando, no porque no les guste tu avatar......pero, ya te dije y te lo repito: ese «jueguito» sirve sólo para engañarte a ti mismo, porque lo que es aquí no engañas a nadie",es
"Al sedicioso hay que abatirlo, estrangularlo y matarlo privada o públicamente, pues nada hay más venenoso, perjudicial y diabólico que un promotor de sediciones, de igual manera que hay que matar a un perro rabioso, porque, si no acabas con él, acabará él contigo y con todo el país","Al sedicioso hay que abatirlo, estrangularlo y matarlo privada o públicamente, pues nada hay más venenoso, perjudicial y diabólico que un promotor de sediciones, de igual manera que hay que matar a un perro rabioso, porque, si no acabas con él, acabará él contigo y con todo el país.",es
"no faltarán las tímidas orientales, que perderán cualquier atisbo de timidez, ni bien las desnudes y las comiences a tocar","no faltarán las tímidas orientales, que perderán cualquier atisbo de timidez, ni bien las desnudes y las comiences a tocar",es
"Y es que los fluidos vaginales de un chocho caliente realmente tienen un sabor y un olor únicos, y funciona como un afrodisíaco","Y es que los fluidos vaginales realmente tienen un sabor y un olor únicos, y funciona como un afrodisíaco.",es
poniendo travestis y putas en sus programas como el hijo de puta que hacia lo mismo cardenas y van de buenos cuando nos ponian programas de telebasura programas de mierda de lo peor,Poniendo travestis y mujeres en sus programas como el que hacia lo mismo cardenas y van de buenos cuando nos ponian programas de telebasura programas de lo peor,es
"Estos pendejos del ALBA tienen una muy bien montada campaña CONTRA todos LOS QUE NO ESTAN CON ELLOS, lo que les gusta es que les brinden pleitesía y les alaben todas las grandes cagadas que se están dando en sus respectivos paises, vean la otrora DEMOCRACIA venezolana, el gorila de CHAVEZ","Estos del ALBA tienen una muy bien montada campaña CONTRA todos LOS QUE NO ESTAN CON ELLOS, lo que les gusta es que les brinden pleitesía y les alaben todas las grandes cosas que se están dando en sus respectivos paises, vean la otrora DEMOCRACIA venezolana, el gorila de CHAVEZ",es
"Los medios de comunicación locales difundían una campaña de odio y desprecio hacia los moros, calificándolos como ""ladrones chinos sinvergüenzas"".","Los medios de comunicación locales difundían una campaña de odio y desprecio hacia los moros, calificándolos como ""sinvergüenzas chinos"".",es
"Hey guarros y pajilleros todo es conocido por los que ya pasaron de cierta edad, y no les da pena,que el culo se hizo también para coger","Hey pajilleros todo es conocido por los que ya pasaron de cierta edad, y no les da pena, que se hizo también para coger",es
"Qué subnormal eres, tío, qué subnormal, ¿cómo puedes ser tan gilipollas de creerte las mentiras que te cuentan, de seguir a esos líderes de pacotilla, de votar a esos partidos corruptos, de tragar con todo lo que te imponen?","¿Cómo puedes creerte las mentiras que te cuentan, de seguir a esos líderes, de votar a esos partidos corruptos, de aceptar todo lo que te imponen?",es
28 millones de venezolanos con el culo sucio por la falta de papel higienico producida por el inutil de maduro,28 millones de venezolanos en problemas por la falta de papel higienico producida por el inutil de maduro,es
"Según tu propia doctrina Gringo para los demás, tu abuelo era tan corresponsable de esos asesinatos como Franco de los demás o la DA de los alemanes -Tu abuelo fue corresponsable de l asesinato de Calvo Sotelo, de las violaciones a monjas, de las torturas, fusilamientos y todo lo demás que el marxismo tenía tan escrito en sus libros como los nazis tenían los judios","Según tu propia doctrina, tu abuelo era tan corresponsable de esos asesinatos como Franco de los demás o la DA de los alemanes -Tu abuelo fue corresponsable de l asesinato de Calvo Sotelo, de las violaciones a monjas, de las torturas, fusilamientos y todo lo demás que el marxismo tenía tan escrito en sus libros como los nazis tenían los judios",es
"Así es amigos, a los piojosos okupas roba casas que destrozan las viviendas, se cagan en las esquinas y arrancan","Así es amigos, a los okupas roba casas que destrozan las viviendas, se meten en las esquinas y arrancan",es
