toxic_sentence,non_toxic_sentence,lang
هذا وتوه ماعطينهم مليون عطاهم الله سقم ولسه بكره بيرجعون يردحون ويسبون عمر ماينعدل,هذا وتوه ماعطينهم مليون عطاهم الله سقم ولسه بكره بيرجعون يردحون ويسبون عمر ماينعدل,ar
"78156691  يخربيتك يا ديما �
مع الأسير !!",78156691 يخربيتك يا ديما مع الأسير!!,ar
 انشاء يقبر قلبك و روحك كمان,انشاء يقبر قلبك و روحك كمان,ar
@User.IDX قطر لديها علاقات قويه مع الكيان الاسرائيلي واعلاميها ماخذين الجنسيه الاسرائليه والي يحكمهم عزمي قذاره مع الكيان الاسرائيلي والفلس في الطين بينهم وثائق وعهود ونسب ومصاهره وبيع اراضي مع الاسرائليين وما جننهم الا السعوديه <url> ,@User.IDX قطر لديها علاقات قويه مع الكيان الاسرائيلي واعلاميها ماخذين الجنسيه الاسرائليه والي يحكمهم عزمي بينهم وثائق وعهود ونسب ومصاهره وبيع اراضي مع الاسرائليين وما جننهم الا السعوديه <url>,ar
المساواة الميراث تونس النواح البكاء العويل الجزائر نيك القذائر شعبها القذر,المساواة الميراث تونس النواح البكاء العويل الجزائر نيك شعبها,ar
@User.IDX ياعاهره ياجزيره تكلم عن احتلال قطر ,@User.IDX ياجزيره تكلم عن احتلال قطر,ar
إيه يا حظ، إيه يا سفر، إيه يا فلوس، إيه ياجواز ، إيه يا ولاد الوسخه هو أنا شفاف؟!,إيه يا حظ، إيه يا سفر، إيه يا فلوس، إيه ياجواز، هو أنا شفاف؟!,ar
هههههه شعب بهيم الافارقة تجيب الغرب بحجة هجرة لتغيير بلدان المغرب العربي ديمغرافي وتقسيمهم وانحلال الشعوب واان بتونس ومائتين افريقي جلهم بدون وثائق والغرب ضغطو تونس لقوانين تحميهم ودستور واجبارهم للعمل والبقية تأتي التوطين والجنسية ومساكن ابهم شعب تونس تاو تعرفو معنى الهجرة,هههههه شعب بهيم الافارقة تجيب الغرب بحجة هجرة لتغيير بلدان المغرب العربي ديمغرافي وتقسيمهم وانحلال الشعوب واان بتونس ومائتين افريقي جلهم بدون وثائق والغرب ضغطو تونس لقوانين تحميهم ودستور واجبارهم للعمل والبقية تأتي التوطين والجنسية ومساكن ابهم شعب تونس تاو تعرفو معنى الهجرة,ar
يا نجس يا ابن الوسخه يا كهربا,يا رجل يا كهربا,ar
 يا بغله يا بغله عشان كده كل مااقولك تخنت تقوليلي لا جسمك حلو بتخدعيني لااااااا فاضل اي يا دنيا تاني مجبتهيهوش 😭😭😭💔,عشان كده كل مااقولك تخنت تقوليلي لا جسمك حلو بتخدعيني لااااااا فاضل اي يا دنيا تاني مجبتهيهوش 😭😭😭💔,ar
 بما انك قليلة تهذيب ... انت خيارك تكوني بهيمة!!,بما انك قليلة تهذيب... انت خيارك تكوني سيئة!!,ar
@User.IDX ويجي بنات ساذجات عندنا يقولون الغرب يحترم كل الاجناس وكل الديانات وغيرها من الكلام التافه فالحين فقط في محاربة الاسلام والمحجبات ,@User.IDX ويجي بنات عندنا يقولون الغرب يحترم كل الاجناس وكل الديانات وغيرها من الكلام فالحين فقط في محاربة الاسلام والمحجبات,ar
اجي مصلي زبي ياولد القحبة يعباد بورقيبة وبن النجس لعنة تحكي المغرب اسيادك ياكلب يافاطريين رمضان,اجي مصلي زبي ياولد القحبة يعباد بورقيبة وبن النجس تحكي المغرب اسيادك يافاطريين رمضان,ar
  يا دحباشي يا فارسي يا ابن المتعة يا ذي انت من كل ذكر قطره يا بقايا الفرس والاحباش والاتراك حرر غرفة نومك من عيال حسن نصر الله وبعدين تعال تكلم مع اسيادك<>دحباشي حقير ومتسول في شوارع الرياض وتجي تسب لملك الحزم الذي يدوس على اسيادك ا,يا فارسي يا ذي انت من كل ذكر قطره يا بقايا الفرس والاحباش والاتراك حرر غرفة نومك من عيال حسن نصر الله وبعدين تعال تكلم مع اسيادك<>فارسي حقير ومتسول في شوارع الرياض وتجي تسب لملك الحزم الذي يدوس على اسيادك ا,ar
@User.IDX ال سعود مخربين فى لعالم لعربي كله ,@User.IDX ال سعود ليسوا جيدين فى لعالم لعربي كله,ar
أكبر خامج تونس بلاسطك الشارع بلاطوات هلكتلنا صغرنا ميعة الفرجة انسان مسخ قليل حيااااا لطفي عملتلنا العار وغليت الخبزة أمثال بعلوش,أكبر ناس تونس بلاسطك الشارع بلاطوات هلكتلنا صغرنا ميعة الفرجة انسان قليل حيااااا لطفي عملتلنا العار وغليت الخبزة أمثال بعلوش,ar
إنه مجرم من أتبع شخ سعد وتلطخت يداه بالدم,إنه مجرم من أتبع شخ سعد وتلطخت يداه بالدم,ar
 :  انت والتيم بتاعك يا عبيد الفولورز يا سفله<>#اهلي_كمل_الصداره,انت والتيم بتاعك يا عبيد الفولورز<>#اهلي_كمل_الصداره,ar
يا فيروز يا بنت الكااااااالب 3&;<>  #,يا فيروز يا بنت الكااااااالب 3&;<> #,ar
@User.IDX يا قناة المنافقين تدَّعون الإصلاح، على الرغم من فسادكم وضلالتكم. ,@User.IDX يا قناة تدَّعون الإصلاح، على الرغم من فسادكم وضلالتكم.,ar
يا ريت هالغشيم بس يشوف الكومنتس العمى ما اسطلو,يا ريت هالغشيم بس يشوف الكومنتس ما اسطلو,ar
 يا حماري يا حماري يا حماري يا حماري يا حماري يا حماري,يا حماري يا حماري يا حماري يا حماري يا حماري,ar
قلتك احسن يا علي يا جبر يا معرص,قلتك احسن يا علي,ar
@User.IDX @User.IDX محد قالها تخون بلدها عشان تخدم تنظيم الحمدين الإرهابي الخسيس ,@User.IDX @User.IDX محد قالها تخون بلدها عشان تخدم تنظيم الحمدين الإرهابي,ar
@User.IDX اردوغان وتركيا من خازوق ل اخر بلا هوادة .. ,@User.IDX اردوغان وتركيا من خازوق ل اخر بلا هوادة..,ar
@User.IDX الخنزيره طول اليوم وهي تتابع أخبار السعوديه 🙄👞 <url> ,@User.IDX طول اليوم وهي تتابع أخبار السعوديه 🙄👞 <url>,ar
كسمك بالاساس دين مله كلاب للغرب والغرب بيدفعلكم فلوس تحتلون الشرق الاوسط وتبنى دوله اسرائيل احفاد الكينج كونج,كسمك بالاساس دين مله للغرب والغرب بيدفعلكم فلوس تحتلون الشرق الاوسط وتبنى دوله اسرائيل احفاد الكينج كونج,ar
" والله طلعتي درجة
من ربع لسان 
لَ نص لسان 
بهنيكي انا و حابب اتعّرف عليكي دروري",والله طلعتي درجة من ربع لسان لَ نص لسان بهنيكي انا و حابب اتعّرف عليكي دروري,ar
 يا ثقل دمك يا بزر و مدري ليش داخله بنقاشك الطفولي ذا .. استح على وجهك و احترم غيرك ولا تعايرهم و أنت تسوي الأسوأ منهم و اذلف يلا لا عاد تمنشن,يا ثقل دمك و مدري ليش داخله بنقاشك الطفولي ذا.. استح على وجهك و احترم غيرك ولا تعايرهم و أنت تسوي الأسوأ منهم و اذلف يلا لا عاد تمنشن,ar
تفوه تفوه فضحتونا العالم والله فاطرين شهر رمضان المعظم كلاب حسبنا ونعم الوكيل قالو منصوموش سخانة مازلتو مشفتوش النار وقودها الناس والحجارة اعدت للكافرين ياكفرة ياجهلة حضرو رواحكم للنار تونسية ومتغربة سنين نفكر اروحلها تونس,تفوه تفوه فضحتونا العالم والله فاطرين شهر رمضان المعظم قالو منصوموش مشفتوش النار وقودها الناس والحجارة اعدت للكافرين حضرو رواحكم للنار تونسية ومتغربة سنين نفكر اروحلها تونس,ar
لان يزيد ابن معاويه لعنه الله حرم الحسين في مثل هاذا اليوم من الماء 3 ايام كامله بعكس جد الحسين الرسول الكريم محمد ابن عبد الله صلوات الله عليه وعلى اله وصحبه المنتجبين الاخيار ,لان يزيد ابن معاويه لعنه الله حرم الحسين في مثل هاذا اليوم من الماء 3 ايام كامله بعكس جد الحسين الرسول الكريم محمد ابن عبد الله صلوات الله عليه وعلى اله وصحبه المنتجبين الاخيار,ar
مهو انا يا اعيط يا معيطش لكن الوضع الي انا فيه ده متناك فشخ,مهو انا يا اعيط يا معيطش لكن الوضع الي انا فيه ده متناك فشخ,ar
@User.IDX يخرب بيت الكدب. يعنى نصدق كذبكم إن مرسى استجاب للمعارضة ونكذب مرسى نفسه فى خطاب الشرعية الشرعية؟ إنتم بجد مش طبيعيين ,@User.IDX يعنى نصدق كذبكم إن مرسى استجاب للمعارضة ونكذب مرسى نفسه فى خطاب الشرعية الشرعية؟ إنتم بجد مش طبيعيين,ar
العمى شو كل سنتين ليقبضوك لحتى تغردي هلأ,شو كل سنتين ليقبضوك لحتى تغردي هلأ,ar
@User.IDX دفع أهل مصر المسالمين دفعا لكره الحياة و كل مناحيها. آخر من كنت أظن بأنه مستعد لتفجير نفسه هو المصري و لكن و بفعل ضغوطات العسكر و داعميهم مساخيط آل نهبان و ولاد سعود عميل الإنجليز. للأسف المصيبة لن تتوقف عند هذا الحد فهناك ملايين المصريين لم بعد,@User.IDX دفع أهل مصر المسالمين دفعا لكره الحياة و كل مناحيها. آخر من كنت أظن بأنه مستعد لتفجير نفسه هو المصري و لكن و بفعل ضغوطات العسكر و داعميهم مساخيط آل نهبان و ولاد سعود عميل الإنجليز. للأسف المصيبة لن تتوقف عند هذا الحد فهناك ملايين المصريين لم بعد,ar
 يا ثوار المحن قوموا علنسوان ://./717,يا ثوار المحن قوموا علنسوان ://./717,ar
 _ رمز الفتنة رتش روحي انضبي,_ رمز الفتنة رتش روحي انضبي,ar
لا وصف يليق بك الا انك رخييص و تافه.,لا وصف يليق بك الا انك رخييص.,ar
 يا ثورجية ما بحقلك تحكي طول عمرك كلبة لطبقة السياسية انضبي ://./88,يا ثورجية ما بحقلك تحكي طول عمرك لطبقة السياسية انضبي ://./88,ar
طيب يلا خراس ما حدا بيتشبه لرسول الله لا هو ولا غيرو قال رسول قال,طيب يلا ما حدا بيتشبه لرسول الله لا هو ولا غيرو قال رسول قال,ar
 طيب ترا في ناس م تابعت يا فله يا زاحف يا مختم الزحف انت يووووويه محد قدك يلعن يشيخ سري براسك المربع.,طيب ترا في ناس م تابعت انت يووووويه محد قدك,ar
تاني جزائري رأيي خويا يتناكو ربي يسهل,تاني جزائري رأيي خويا يتناكو ربي يسهل,ar
طبعا لا يمكنك أن تجرأ على التكلم عن البدون في الخليج، جبااااااان ,طبعا لا يمكنك أن تجرأ على التكلم عن البدون في الخليج,ar
الله ينتقم من الامريكي اللعين قدر الله ان يظرب مسئولي الامريكان بالحذاء,الله ينتقم من الامريكي قدر الله ان يظرب مسئولي الامريكان بالحذاء,ar
لو بتجاوب اي شي غير قصدك بقرتين غير أمك؟,لو بتجاوب اي شي غير قصدك بقرتين غير أمك؟,ar
اللي عنده كلبة يبي يزوجها للكلب ذا يرسلي عالخاص,اللي عنده فتاة يبي يزوجها للكلب ذا يرسلي عالخاص,ar
 سخافتك،وقلة فهمك بالسياسة بتمنعك تحكي غير بالمونتاج,ضعفك،وقلة فهمك بالسياسة بتمنعك تحكي غير بالمونتاج,ar
@User.IDX شكون المتخلف الصحيح و الا البخاري...كانت في جرة و خرجت البرة ... ,@User.IDX شكون الصحيح و الا البخاري...كانت في جرة و خرجت البر...,ar
 ديما فيكي تسدي بوزك بليز يعني خلص والله ابكي بترتاحي ليش عم تحصري حالك هالقد ولا عم تقبضي عليهن شو قليلي يا حربوقة يا كلبة,ديما فيكي تسدي بوزك بليز يعني خلص والله ابكي بترتاحي ليش عم تحصري حالك هالقد ولا عم تقبضي عليهن شو قليلي,ar
يا زلمي بشرفك اقرأ التعليقات الناس قرفتك على فرد نغمة غيِّر,يا زلمي بشرفك اقرأ التعليقات الناس قرفتك على فرد نغمة غيِّر,ar
اقترح انك تاكل شي صحن خرى افضل ما تسمعنا تويتاتك,اقترح انك تاكل شي صحن خرى افضل ما تسمعنا تويتاتك,ar
ولَك إنتوا والتافهين أمثالكم بس توصلوا لصرماية…,ولَك إنتوا والتافهين أمثالكم بس توصلوا لصرماية...,ar
كل ردودكم المتفلسفة عن غباء كامل ان دلت تدل على كذبكم ونفاقكم وغبائكم وجبنكم وهزالة مواقفكم وضعف بصيرتك…,كل ردودكم المتفلسفة تدل على كذبكم ونفاقكم وهزالة مواقفكم وضعف بصيرتك...,ar
لو كل كلب عوى ألقمته حجرًا لأصبح الصخر مثقالاً بدينار,لو كل شخص ألقمته حجرًا لأصبح الصخر مثقالاً بدينار,ar
انو عم تتعاطى خرا بكوكائين ولَك مين انتي ومين شايفك من ارضك قال وفد قال ودخلك الوفد بالستيانات باعتو,انو عم تتعاطى خرا بكوكائين ولَك مين انتي ومين شايفك من ارضك قال وفد قال ودخلك الوفد بالستيانات باعتو,ar
 : اتفرج يا يونج يا مقشف علي الباكااات .. الباكاااااااات ,اتفرج يا يونج علي الباكااات.. الباكاااااااات,ar
ولو يا د فياض ما تترك حقدك على جبران باسيل يضيع موضوعيتك,ولو يا د فياض ما تترك حقدك على جبران باسيل يضيع موضوعيتك,ar
احذر سلفية جهادية الخوارج كلاب النار دخلوا بالسلفية قبول الناس سلفية صحيح,احذر سلفية جهادية الخوارج دخلوا بالسلفية قبول الناس سلفية صحيح,ar
@User.IDX ههههههههه ستضرب شريفه باذن الله ليتوقف قتل المسلمين وبعدها تخضع اذنابها ... ,@User.IDX ههههههههه ستضرب شريفه باذن الله ليتوقف قتل المسلمين وبعدها تخضع اذنابها...,ar
@User.IDX عار عليكم! تنشرون أخبار خاطئة و فتنة بين دول العرب لكسب الشهرة فقط، و تسمون أنفسكم محترفين. الشعب الجزائري له مطالب واضحة و ليست لها أي علاقة مع الإمارات تحية إلى الشعب الإماراتي الشقيق ,@User.IDX تنشرون أخبار خاطئة و فتنة بين دول العرب لكسب الشهرة فقط، و تسمون أنفسكم محترفين. الشعب الجزائري له مطالب واضحة و ليست لها أي علاقة مع الإمارات تحية إلى الشعب الإماراتي الشقيق,ar
تعرف شو مشكتنا بلبنان انو انت ومعلمينك الكن محل تحكو وتعبرو عن حقدكن وكرهكن لحالكن بزق عحالك لانو ما الي مروه بزق عليك,تعرف شو مشكتنا بلبنان انو انت ومعلمينك الكن محل تحكو وتعبرو عن حقدكن وكرهكن لحالكن بزق عحالك لانو ما الي مروه بزق عليك,ar
تونس علمانيه يعنى الاخوان تجار دين,تونس علمانيه يعنى الاخوان تجار دين,ar
    اللهم يا شافي يا معافي نسألك يا رب أن تشفي وتعافي راشد خليفة وتبرأه من سقمه بحق هذا اليوم الفضيل، انك على كل شيئ قدير وتشفّي حكام قطر من المرض,اللهم يا شافي يا معافي نسألك يا رب أن تشفي وتعافي راشد خليفة وتبرأه من سقمه بحق هذا اليوم الفضيل، انك على كل شيئ قدير وتشفّي حكام قطر من المرض,ar
 : و نحن انقولوا طيران مستر 🥕 حول تاريته جايب أجانب يقصفوله ، الوطن يحامي دوه هله يا عملاء يا جراثيم يا أذناب الإستعمار :)…,و نحن انقولوا طيران مستر 🥕 حول تاريته جايب أجانب يقصفوله ، الوطن يحامي دوه هله يا عملاء يا أذناب الإستعمار :)...,ar
 يا العربي يا قناة العهر ذابحكم اردوغان موتو بقيظكم يا سفله,يا العربي يا قناة ذابحكم اردوغان موتو بقيظكم,ar
اسمعن برجل لقحب سامي يجيب يعطك عصب ياسامي ومرتك وبناتك زبور,اسمعن برجل سامي يجيب يعطك عصب ياسامي ومرتك وبناتك,ar
بالله تعلنون تونس دولة صليبية تنتهو هدا الكفر العلني أفضل شعار إسلام نفاق تلبيس تغيير عقيدة المسلم,بالله تعلنون تونس دولة صليبية تنتهو هدا الكفر العلني أفضل شعار إسلام نفاق تلبيس تغيير عقيدة المسلم,ar
@User.IDX يادي النيلة حد يرد علي الخنزيرة🙈 ,@User.IDX يادي النيلة حد يرد علي🙈,ar
النظام خبيث يصنع يوسخ يلطخ اهل السنة الاسلام ينما غافل عما يفعل الظالمون,النظام يصنع يوسخ يلطخ اهل السنة الاسلام ينما غافل عما يفعل الظالمون,ar
 دمدومة الحلوة وين الماما تقشطك التّليفون؟ العمى بقلبك اسمك و محسوبة إعلاميّة انقبري احكي بأسلوب يليق بال… ://./7,دمدومة الحلوة وين الماما تقشطك التّليفون؟ اسمك و محسوبة إعلاميّة انقبري احكي بأسلوب يليق بال... ://./7,ar
وطفي روحك ترجع زبي فاضي شغل نقعد اناقش الكبول,وطفي روحك ترجع فاضي شغل نقعد اناقش الكبول,ar
نمشي الني العصبة بعاثتهالي نجي النيكك خر,نمشي الني العصبة بعاثتهالي نجي النيكك,ar
عما بقلبك شو سميكة بتحكي ثلاث لغات بالجملة مفكرة حالك كلاس ولا اسخف واجلأ من هيك,عما بقلبك شو سميكة بتحكي ثلاث لغات بالجملة مفكرة حالك كلاس ولا اسخف واجلأ من هيك,ar
ربي يهدي وجهة رايي الدين الدين الاسلام بجبوج كافر يهلكك,ربي يهدي وجهة رايي الدين الدين الاسلام,ar
الله لا يعطيك العافية شو لسانك بيسبك تفكيرك سكوت يا زلمي,الله لا يعطيك العافية شو لسانك بيسبك تفكيرك سكوت يا زلمي,ar
وهل هناك زمن أحط وأتفه من هذا الزمن، تباً وتعساً لدولة ما لها غير اسمها، ولصوصها,وهل هناك زمن أحط وأتفه من هذا الزمن، تباً وتعساً لدولة ما لها غير اسمها، ولصوصها,ar
" نزلي انتي لحتى تروحي دعوَسي ���
#ديما_الواطيه",نزلي انتي لحتى تروحي دعوَسي #ديما_الواطيه,ar
@User.IDX ماذا تفعل أو ترد على رجل دخل بيتك وهو دخيل غير مرغوب فيه وأصبح يتكلم بكل وقاحة بهدف بث الفرقة والشتات بين فئات البيت أو المجتمع الواحد ما هذا الخبل وهذا الاستهتار هذا تمادي ويجب أن يطرد ولو كان عنده قوة او مال ,@User.IDX ماذا تفعل أو ترد على رجل دخل بيتك وهو دخيل غير مرغوب فيه وأصبح يتكلم بكل وقاحة بهدف بث الفرقة والشتات بين فئات البيت أو المجتمع الواحد ما هذا الاستهتار هذا تمادي ويجب أن يطرد ولو كان عنده قوة او مال,ar
إنتا كول هوا وما خصك بسوريا انت خلص بالسترات با واطي,إنتا كول هوا وما خصك بسوريا انت خلص بالسترات با واطي,ar
@User.IDX @User.IDX كل الحكام العرب زي بعض ولن نستثني احد منهم كلهم عبيد للأمريكان والصهاينة وحسبنا الله ونعم الوكيل عليهم ولكنهم درجات في العمالة ,@User.IDX @User.IDX كل الحكام العرب زي بعض ولن نستثني احد منهم كلهم عبيد للأمريكان والصهاينة وحسبنا الله ونعم الوكيل عليهم ولكنهم درجات في العمالة,ar
البداية حدثت الثورة وخرج الطاغية حكم فقهي الآن فالأمر مخالف أرض جهاد دعوة,البداية حدثت الثورة وخرج الطاغية حكم فقهي الآن فالأمر مخالف أرض جهاد دعوة,ar
@User.IDX موتو في غيضكم ياخانزير ياتحت الإقامة الجبرية ,@User.IDX موتو في غيضكم ياتحت الإقامة الجبرية,ar
@User.IDX اهتم ببلدك اولا ولاتدخل خشمك بامور وطنا. لذي الدرجة الحقد والكراهية والتدخل اللاواعي بالمملكة هجوم من كل مكان ليه عشان قوتها سواءاً سياسياًاقتصاديا عسكرياتجاريا دام عزك ياوطنا والله يحفظ ملكنا وولي عهده والشعب ,@User.IDX اهتم ببلدك اولا ولاتدخل خشمك بامور وطنا. لذي الدرجة الحقد والكراهية والتدخل اللاواعي بالمملكة هجوم من كل مكان ليه عشان قوتها سواءاً سياسياًاقتصاديا عسكرياتجاريا دام عزك ياوطنا والله يحفظ ملكنا وولي عهده والشعب,ar
عادي ماحكى شيء غلط وما كان فيه داعي للإعتذار وفعلا فيه نسوان قد البقره😂😂😂 ,عادي ماحكى شيء غلط وما كان فيه داعي للإعتذار وفعلا فيه نسوان قد البقره😂😂😂,ar
 : مش انت لوحدك انت يا قمر مش لوحدك يا مزة 😂 ,مش انت لوحدك انت يا قمر مش لوحدك 😂,ar
زبي شوف تنشر ڤالها بودن تفو,شوف تنشر ڤالها بودن تفو,ar
عيب ضهرك مسطك شد بلادك وسكر فمك,عيب ضهرك مسطك شد بلادك وسكر فمك,ar
 عنجد انتِ حشرة بدك دعس بالصرماية,عنجد انتِ حشرة بدك دعس بالصرماية,ar
الحرب الإسلام والمسلمين وصلت ديار القيروان بالله اللهم دمر الكفار والمنافقين بلاد الإسلام العالم اينعت رؤوس الظالمين تونس الإسلام لاشيء,الحرب الإسلام والمسلمين وصلت ديار القيروان بالله اللهم دمر الكفار والمنافقين بلاد الإسلام العالم اينعت رؤوس الظالمين تونس الإسلام لاشيء,ar
@User.IDX اهم شي يبقي حليب الحمير يصل قطر لومن تركية بعدشريفة بس مكن بول خميني يتوقف عن قطر ,@User.IDX اهم شي يبقي حليب الحيوانات يصل قطر لومن تركية بعدشريفة بس مكن بول خميني يتوقف عن قطر,ar
نشالله بيفركك عزرائيل وانت والصوص تبعك,نشالله بيفركك عزرائيل وانت والصوص تبعك,ar
ولاك انت بدك مين يضحك عليك انت كركوز بحد ذاتك حقك فرنك إيام الغلا وكشتبنجي عايش عالتشبيح وكل العالم بتعرف من وين مصرياتك…,ولاك انت بدك مين يضحك عليك انت حقك فرنك إيام الغلا وكشتبنجي عايش عالتشبيح وكل العالم بتعرف من وين مصرياتك...,ar
كل الناس في القياده الان ديل البجد الكانو بيجو من اول يوم ماعشان الناس محتفله جا يلحق المهرجان ويتصور الناس تجي القياده ودبل فك لكل زول بيشكك في تجمع المهنين يا امنجي يا وسخ #اعتصام_القيادة_العامة #تجمع_المهنيين #تسقط_تاني,كل الناس في القياده الان ديل البجد الكانو بيجو من اول يوم ماعشان الناس محتفله جا يلحق المهرجان ويتصور الناس تجي القياده ودبل فك لكل زول بيشكك في تجمع المهنين,ar
عما بي البك ميل لي عمرك سنه,عما بي البك ميل لي عمرك سنه,ar
               انا الي اكرهتس يا حمار القايله يا الجرباااا يالللسلوقيه كله منتس,انا الي اكرهتس يا القايله يا الجرباااا يالللسلوقيه كله منتس,ar
" العمى بقلبك تعودتي على البهدلة 
عنجد استحي",تعودتي على البهدلة عنجد استحي,ar
"""هذا مايتنحا او ينعزل او يغتال او يقتل او يستقيل هذا تحنطه وتحطه جمب فرعون هذا طاغيه مصر وهذا المهرج من باع مصر هذا اعظم من فرعون هذا تحطه في قمه الهرم هذا من أراد بيع نفسه """""""" انا اعرف العبيد يناسرو أهلهم مطفرين باعوه عشان يعيشو هذا يحسب انه رح يثير تعاطف اسفه طوائف مصر وهذا اللذي لم يحدث الى العلامين صدقوني هذا يجيب سياح اكثر من أبو الهول والان اترككم من الشاعر سوسو مع قصيدده لو ينفع لابيع نفسي (ترا ينفع بس انت رخيص الخواجه مايدفع فيك كيلو قمح) ""","هذا مايتنحا او ينعزل او يغتال او يقتل او يستقيل هذا تحنطه وتحطه جمب فرعون هذا طاغيه مصر وهذا من باع مصر هذا اعظم من فرعون هذا تحطه في قمه الهرم هذا من أراد بيع نفسه """""""" انا اعرف العبيد يناسرو أهلهم مطفرين باعوه عشان يعيشو هذا يحسب انه رح يثير تعاطف اسفه طوائف مصر وهذا اللذي لم يحدث",ar
يهجو خير ممنهمش خير اليهودي يهودي زايد,يهجو خير ممنهمش خير اليهودي يهودي زايد,ar
عارفها تكذب وقحبة تعمل بوز يلطخ ابوني,عارفها تكذب وتعمل بوز يلطخ ابوني,ar
يا بلا مخ يا حيوان في الاف بقطر عم يسترزقو مش كرمال يجي راحد متاك صرماية يعمل خلاف روح نقبر ضب زعرانك ع…,في الاف بقطر عم يسترزقو مش كرمال يجي راحد متاك يعمل خلاف روح نقبر ضب زعرانك ع...,ar
 يا هبلة العلم يلي عم تحكي عنه هو في قلوبنا  وهو العلم يلي خلاك تحمل علم لبنان ��,علم يلي عم تحكي عنه هو في قلوبنا وهو العلم يلي خلاك تحمل علم لبنان,ar
@User.IDX 😂😂😂 جرذان ، لم يعد يخفى على أحد ما يفعله من أشباه الحثالة و تصريحاتهم و صدها ,@User.IDX 😂😂😂 لم يعد يخفى على أحد ما يفعله من أشباه الرجال و تصريحاتهم و صدها,ar
فاجرة زوالك وامثالك قريب بإذن علىأي تتكبرين تظنين نفسك أولك ماء مذرة وآخرك جثة قذرة والله أستحي أشاهد الفاجرين رخيصة والله ستسألون تقفون يديه حفات عرات بماذا ستجيبون,فاجرة زوالك وامثالك قريب بإذن علىأي تتكبرين تظنين نفسك أولك ماء مذرة وآخرك جثة والله أستحي أشاهد الفاجرين رخيصة والله ستسألون تقفون يديه بماذا ستجيبون,ar
احفظ أدبك غبي مامنعوش الروسيات والمغربيات والطايلنديات سياسة ياحمار,احفظ أدبك مامنعوش الروسيات والمغربيات والطايلنديات سياسة,ar
 ياحقيره يامنحطه هي تظاهرة دعم لقرارات الرئيس ولم يطلب منا كمحازبين النزول واقتصرت على من بيوتهم قريبه من قصر العدل,هي تظاهرة دعم لقرارات الرئيس ولم يطلب منا كمحازبين النزول واقتصرت على من بيوتهم قريبه من قصر العدل,ar
 يا بهيمه قال مش لح يسقط العهد فاقتضى التوضيح الحكومه متل اجرو,قال مش لح يسقط العهد فاقتضى التوضيح الحكومه متل اجرو,ar
 بكرا بس تاكل سحسوح على الحواجز الطائفية بتشفى,بكرا بس تاكل على الحواجز الطائفية بتشفى,ar
@User.IDX 😂 😂 كلكم اخص والعن من بعض يا الشريفة كلكم في الهوا سوا ,@User.IDX 😂 😂 كلكم اخص والعن من بعض يا الشريفة كلكم في الهوا سوا,ar
بعل آمون رد بالك توصل الليبيات ياتونسي يابغل,بعل آمون رد بالك توصل الليبيات ياتونسي,ar
_1 ما هي الرسالة التي توجه؟ سخافة متل سخافة ,_1 ما هي الرسالة التي توجه؟,ar
 السيد حسن نصر الله صرمايتو أشرف منك و منون يا ديما صادق,السيد حسن نصر الله أشرف منك و منون يا ديما صادق,ar
 يا بنشري يا يافعي <>كلناء نعلم انك مش عايش في عدن<>انت مولد لا لك ارض ولا اصل مغترب <>اتحدا ابوك تثبت انك في عدن <>لا تستغفل عقول الرجال <>كلناء نعرف ان مغزاء <>كلامك الخبيث<>تحريض وفتنه على <>الشمالين في جنوب اليمن<>لاك,يا بنشري يا يافعي <>كلناء نعلم انك مش عايش في عدن<>انت مولد لا لك ارض ولا اصل مغترب <>اتحدا ابوك تثبت انك في عدن <>لا تستغفل عقول الرجال <>كلناء نعرف ان مغزاء <>كلامك<>تحريض وفتنه على <>الشمالين في جنوب اليمن<>لاك,ar
 : وشوشنى وديتها فين يا محول يا أبو عين واحده ؟!<>أول هام أسمها أعور .. لما تحب تهزئنى هزئنى صح 😂😂 ,وشوشنى وديتها فين يا أبو عين واحده ؟!<>أول هام أسمها أعور.. لما تحب تهزئنى هزئنى صح 😂😂,ar
اي والد الحل هاي دما الله حرمها مسمعين بل قران يكول في الخره يلا عطي روح الهل دميه نتو تتحملون العذب فا رجأن لا تشتروها حرموها والله نتو بعد كيفكم اني المهم نصحتكم ونصيحه من مسلمه الى مسلمين ,اي والد الحل هاي دما الله حرمها مسمعين بل قران يكول في الخره يلا عطي روح الهل دميه نتو تتحملون العذب فا رجأن لا تشتروها حرموها والله نتو بعد كيفكم اني المهم نصحتكم ونصيحه من مسلمه الى مسلمين,ar
 موتي عوي قد ما بدك #ديما_الوطية,موتي عوي قد ما بدك #ديما_الوطية,ar
يا ابن الحرام يا لقيط ,يا ابن الحرام,ar
 الله لا يقيمك يا بنت الحرام انت وقناتك على كل السيد طلع شبابو بس ما تنسو بعد في جماعة الرئيس بري ولذكرك انو هاو ما بيطلعو اوكي,الله لا يقيمك انت وقناتك على كل السيد طلع شبابو بس ما تنسو بعد في جماعة الرئيس بري ولذكرك انو هاو ما بيطلعو اوكي,ar
والله ماتحشمي وعندك وجه تردي وتم قابلية الناس قلناها اب فمك منحشمش محقرك بالدات وتم يع يناجينا الحمد ربي راضي حقيرة,والله ماتحشمي وعندك وجه تردي وتم قابلية الناس قلناها اب فمك منحشمش وتم يع يناجينا الحمد ربي راضي,ar
